,,,,Untitled Spielberg Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clayface,,,,
9,Untitled Spielberg Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ready or Not 2: Here I Come,9
,,,,,,,,,,Toy Story 5,,,,,,,,,,,,,,,,Spider-Man: Brand New Day,,,,,,,,,,
5,Animal Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mummy,,,The Mummy,5
,,,,Animal Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Whitney Springs,,,,
12,The Dog Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mummy,,,,,,Whitney Springs,12
,,,,,,,Forgotten Island,,,,,,,,,,,,,,,,,,,,,0,The Legend of Aang: The Last Airbender,,,,,,,
4,Forgotten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tie,,,The Legend of Aang: The Last Airbender,4
,,,,Forgotten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,0,The Legend of Aang: The Last Airbender,,,,
13,The Breadwinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Kids Walk Into a Bank,13
,,,,Bracket 2,,,,,,,,,Toy Story 5,,,,,,,,,,Spider-Man: Brand New Day,,,,,,Bracket 4,,,,,,,
6,The Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scary Movie 6,,,Narnia: The Magician's Nephew,6
,,,,The Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Narnia: The Magician's Nephew,,,,
11,Werwulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scary Movie 6,11
,,,,,,,The Odyssey,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,,,,,,,
3,Moana,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,3
,,,,Moana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,,,,
14,Remain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greeland 2: Migration,14
,,,,,,,,,,Dune: Part Three,,,,,,,,,,,,,,,,Supergirl: Woman of Tomorrow,,,,,,,,,,
7,Insidious 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coyote vs Acme,7
,,,,Evil Dead Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resident Evil,,,,
10,Evil Dead Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resident Evil,10
,,,,,,,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,Supergirl: Woman of Tomorrow,,,,,,,
2,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Points!,,,Supergirl: Woman of Tomorrow,2
,,,,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Supergirl: Woman of Tomorrow,,,,
15,Shiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sheep Detectives,15
