11,Practical Magic 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mortal Kombat II,,,,,,28 Years Later: The Bone Temple,11
,,,,,,,Street Fighter,,,,,,,,,,,,,,,,,,,,,0,28 Years Later: The Bone Temple,,,,,,,
3,Hexed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Points!,,,Masters of the Universe,3
,,,,Cut Off,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Masters of the Universe,,,,
14,Cut Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cliffhanger,14
,,,,,,,,,,The Super Mario Galaxy Movie,,,,,,,,,,,,,,,,The Hunger Games: Sunrise on the Reaping,,,,,,,,,,
7,Scream 7,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violent Night 2,7
,,,,Scream 7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Violent Night 2,,,,
10,Return to Silent Hill,,,,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuthering Heights,10
,,,,,,,The Super Mario Galaxy Movie,2,,,,,,,,,,,,,,,,,,,,,The Hunger Games: Sunrise on the Reaping,,,,,,,
2,The Super Mario Galaxy Movie,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hunger Games: Sunrise on the Reaping,2
,,,,The Super Mario Galaxy Movie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hunger Games: Sunrise on the Reaping,,,,
15,Soulm8te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Drama,15
,,,,,,,,,,,,,,,,Avengers: Doomsday,,,,Spider-Man: Brand New Day,,,,,,,,,,,,,,,,
1,Toy Story 5,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,Points!,,,Spider-Man: Brand New Day,1
,,,,Toy Story 5,1,,,,,,,,,,,,,CHAMPION,,,,,,,,,,,,,1,Spider-Man: Brand New Day,,,,
16,Crime 101,,,,,,,,,,,,,,,,,Avengers: Doomsday,,,,,,,,,,,,,,,,,Power Ballad,16
,,,,,,,Toy Story 5,,,,,,,,,,,,,,,,,,,,,,Spider-Man: Brand New Day,,,,,,,
8,PAW Patrol: The Dino Movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clayface,8
,,,,PAW Patrol: The Dino Movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ready or Not 2: Here I Come,,,,
9,Untitled Spielberg Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ready or Not 2: Here I Come,9
,,,,,,,,,,Toy Story 5,,,,,,,,,,,,,,,,Spider-Man: Brand New Day,,,,,,,,,,
5,Animal Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Points!,,,The Mummy,5
,,,,Animal Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The Mummy,,,,
12,The Dog Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mummy,,,,,,Whitney Springs,12
,,,,,,,Animal Friends,,,,,,,,,,,,,,,,,,,,,0,The Legend of Aang: The Last Airbender,,,,,,,
4,Forgotten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tie,,,The Legend of Aang: The Last Airbender,4
,,,,Forgotten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,0,The Legend of Aang: The Last Airbender,,,,
13,The Breadwinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Kids Walk Into a Bank,13
,,,,Bracket 2,,,,,,,,,Dune: Part Three,,,,,,,,,,Spider-Man: Brand New Day,,,,,,Bracket 4,,,,,,,
6,The Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scary Movie 6,,,Narnia: The Magician's Nephew,6
,,,,The Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Narnia: The Magician's Nephew,,,,
11,Werwulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scary Movie 6,11
,,,,,,,The Odyssey,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,,,,,,,
3,Moana,,,Points!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,3
,,,,Moana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumanji 4,,,,
14,Remain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greeland 2: Migration,14
,,,,,,,,,,Dune: Part Three,,,,,,,,,,,,,,,,Jumanji 4,,,,,,,,,,
7,Insidious 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coyote vs Acme,7
,,,,Evil Dead Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coyote vs Acme,,,,
10,Evil Dead Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resident Evil,10
,,,,,,,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,Supergirl: Woman of Tomorrow,,,,,,,
2,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Points!,,,Supergirl: Woman of Tomorrow,2
,,,,Dune: Part Three,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Supergirl: Woman of Tomorrow,,,,
15,Shiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sheep Detectives,15
